"","Accession","Gene Symbol","Coverage [%]","# Peptides","# PSMs","# AAs","MW [kDa]","Pfam IDs","Entrez Gene ID","Ensembl Gene ID","WT1","WT2","WT3","KD1","KD2","KD3","TM1","TM2","TM3","C11","C12","C13","NT1","NT2","NT3","KD_FC","KD_logP","TM_FC","TM_logP","C1_FC","C1_logP","NT_FC","NT_logP","Rest_FC","Rest_logP","# Protein Pathway Groups","Biological Process","Cellular Component","Molecular Function","Gene ID","Reactome Pathways","WikiPathways","Uniprotlink","ffatscore","ffatscore2"
"675","P27708","CAD",9,16,68,2225,242.8,"Pf00117, Pf00185, Pf00988, Pf01979, Pf02142, Pf02729, Pf02786, Pf02787","790","ENSG00000084774",6429956.89233309,2170678.23892169,3986889.1469958,3480679.07288841,2441210.07227339,2845365.77212085,3593736.43850353,653259.12230016,2685847.359375,7947946.22080094,7832759.33071968,6888121.87738717,3620800.91559038,4750591.50207483,2185337.19920325,0.521797459255635,0.428381872887968,0.860475582471218,0.553071362626591,-0.848715207113355,1.23414859042421,0.253831591321094,0.178630619541893,0.0414033989920264,0.0280247323899622,4,"protein metabolism;other metabolic processes;stress response;transport;developmental processes;other biological processes","cytosol;nucleus;other cell component","kinase activity;other molecular function","D6W552; hsa:790; P27708; Q6P0Q0; Q96CK3","Pyrimidine biosynthesis","Endothelin pathways; Amino acid metabolism; Pyrimidine metabolism","https://rest.uniprot.org/uniprotkb/P27708.fasta",3.5,3.5
"676","Q8N2K0","ABHD12",8,2,2,398,45.1,"Pf00561","26090","ENSG00000100997",1415464.48301218,198864.998094319,312530.936143274,460668.126788804,NA,NA,464646.281573407,646008.13847689,2334736.125,909588.150403018,353413.0445146,519527.233964358,2571350.91368584,816311.704062417,1106714.064302,0.479489877391674,NA,-0.838415460027288,0.287636557977081,0.112326979996605,0.0387526548675251,-1.22186897867875,0.570195937958133,-0.664867958204882,0.323445185157355,1,"other metabolic processes;other biological processes","plasma membrane;other membranes;ER/Golgi;other cell component","other molecular function","A6NED4; A6NJ90; A8K450; B4DE71; hsa:26090; Q5T710; Q5T711; Q8N2K0; Q96CR1; Q9BX05; Q9NPX7; Q9UFV6","Arachidonate production from DAG",NA,"https://rest.uniprot.org/uniprotkb/Q8N2K0.fasta",4.5,4
"677","Q8IWE2","FAM114A1",25,10,47,563,60.7,"Pf05334","92689","ENSG00000197712",2318421.78242249,1684509.4619812,1677223.70538404,3880227.29543144,3975908.57126534,3201731.6549898,6650187.09136973,7180178.22031872,11511377.1875,4266928.58262011,3444659.8538532,4654127.17276666,NA,NA,NA,-0.961071001888147,2.28589309120764,-2.15751353678486,1.86921893441454,-1.1223435406505,2.2355400874301,NA,NA,-1.51689099877532,1.28852141808364,0,NA,"cytosol;ER/Golgi;nucleus",NA,"A8K9W6; hsa:92689; Q6MZV4; Q8IWE2; Q9BVL6",NA,NA,"https://rest.uniprot.org/uniprotkb/Q8IWE2.fasta",4.5,4
"678","Q9UKF6","CPSF3",19,9,29,684,77.4,"Pf07521, Pf10996, Pf11718, Pf16661","51692","ENSG00000119203",2204370.72948527,2284536.33901459,707147.964772226,2347670.62412724,3198911.89794901,2219713.28545895,2507086.26606982,1498296.80047359,2190720.328125,4456202.4116233,4423866.66643426,3394594.09295752,NA,NA,NA,-0.579809947600081,0.647426892100727,-0.253944507683823,0.218868585346626,-1.24019482001698,1.72054994168014,NA,NA,-0.751155081174548,0.970608190311068,6,"RNA metabolism OR transcription;other metabolic processes;other biological processes","nucleus;other cell component","nucleic acid binding activity;other molecular function","hsa:51692; O14769; Q53RS2; Q96F36; Q9UKF6","mRNA 3'-end processing; RNA Polymerase II Transcription Termination; Processing of Intronless Pre-mRNAs; Transport of Mature mRNA Derived from an Intronless Transcript","mRNA processing","https://rest.uniprot.org/uniprotkb/Q9UKF6.fasta",4.5,4
"679","Q6UVK1","CSPG4",11,18,29,2322,250.4,"Pf02210, Pf16184","1464","ENSG00000173546",679186.361517664,301140.894427714,543908.596579163,155866.888612763,521917.429202497,NA,7427426.41290957,4703792.57379268,3442385.9296875,1252681.09637925,937779.569270221,964071.730960977,427820.675575837,463281.374602421,3145626.81419199,0.584225492625513,0.342408929412171,-3.35294487187835,1.77969945883663,-1.04934001172791,1.65462079925763,-1.40510053292103,0.389337350164343,-2.06850851589123,0.585647632364179,12,"cell organization and biogenesis;developmental processes;signal transduction;other biological processes","non-structural extracellular;plasma membrane;other membranes;ER/Golgi;nucleus;other cytoplasmic organelle;other cell component","other molecular function","D3DW77; hsa:1464; Q6UVK1; Q92675","A tetrasaccharide linker sequence is required for GAG synthesis; Defective B4GALT7 causes EDS, progeroid type; Defective B3GAT3 causes JDSSDHD; Defective B3GALT6 causes EDSP2 and SEMDJL1; Chondroitin sulfate biosynthesis; Dermatan sulfate biosynthesis; CS/DS degradation; Defective CHST3 causes SEDCJD; Defective CHST14 causes EDS, musculocontractural type; Defective CHSY1 causes TPBS","Spinal cord injury; Cell lineage map for neuronal differentiation","https://rest.uniprot.org/uniprotkb/Q6UVK1.fasta",2.2,2.2
"680","P11171","EPB41",7,5,27,864,97,"Pf00373, Pf04382, Pf05902, Pf08736, Pf09379, Pf09380","2035","ENSG00000159023",1759407.31385907,931368.920557412,974861.131053257,2529520.46378834,1264374.88728484,1531978.00379621,2335457.93040809,1841515.70531899,2224297.15625,2847833.84056802,2482386.64431724,1609513.89761047,NA,NA,NA,-0.538954052927696,0.517164680088628,-0.80429427014017,1.38227383804626,-0.920816375018459,1.12719270305079,NA,NA,-0.763382224941125,1.46689091793247,4,"cell cycle OR cell proliferation;cell organization and biogenesis;other biological processes","plasma membrane;other membranes;cytosol;cytoskeleton;nucleus;other cell component","cytoskeletal activity;other molecular function","B1ALH8; B1ALH9; D3DPM9; D3DPN0; hsa:2035; P11171; P11176; Q14245; Q5TB35; Q5VXN8; Q8IXV9; Q9Y578; Q9Y579","Neurexins and neuroligins","VEGFA-VEGFR2 signaling; Splicing factor NOVA regulated synaptic proteins; IL-18 signaling pathway","https://rest.uniprot.org/uniprotkb/P11171.fasta",3.5,3.5
"681","Q9C0D5","TANC1",12,19,59,1861,202.1,"Pf12796","85461","ENSG00000115183",3750870.77086713,896473.97474676,2735265.23236564,1462919.57145721,2451983.56712998,3238864.21591777,1867565.20287905,688333.737406225,3311903.4453125,7667585.78093606,4156886.138114,4289374.78339179,145243.366832408,NA,399148.110745598,0.0454277415497227,0.0260706684776229,0.331310658097068,0.16896391474529,-1.12609808745151,0.95935118258217,3.17645205566648,0.865108509758901,-0.13280978902035,0.063279220818016,0,"cell organization and biogenesis;other biological processes","other cell component",NA,"C9JD88; hsa:85461; Q49AI8; Q9C0D5",NA,NA,"https://rest.uniprot.org/uniprotkb/Q9C0D5.fasta",3.5,3.5
"682","P78344","EIF4G2",59,61,686,907,102.3,"Pf02020, Pf02847, Pf02854","1982","ENSG00000110321",73882027.1591538,89736649.4834795,62661964.9489056,121801640.042631,126295540.949592,75793296.9574215,96275345.5551753,84826355.9192392,127908881.351563,164957999.7006,159467136.650582,105973838.051053,2277329.8998335,2355903.92806061,2098543.65496531,-0.517392888302537,0.841465764227632,-0.449543080920612,0.84887489117044,-0.927561473412091,1.5390348528227,5.0709818669136,3.13170730473349,-0.241468617615691,0.154364067787323,4,"cell organization and biogenesis;protein metabolism;other metabolic processes;developmental processes;other biological processes","cytosol;translational apparatus;other cell component","nucleic acid binding activity","hsa:1982; O60877; P78344; P78404; Q0VH00; Q0VH01; Q2NKW9; Q49A79; Q53EU1; Q58EZ2; Q8NI71; Q96C16","ISG15 antiviral mechanism","VEGFA-VEGFR2 signaling; Exercise-induced circadian regulation; Acute viral myocarditis","https://rest.uniprot.org/uniprotkb/P78344.fasta",5.5,4
"683","Q5F1R6","DNAJC21",16,8,27,531,62,"Pf00226, Pf12171","134218","ENSG00000168724",247118.190398403,2314371.99684763,1526933.75279277,1567165.28911922,766639.597325922,1394618.64882906,959777.325377229,1264154.12936778,1287790.78125,3034149.1717032,988546.995645463,3686981.55347084,7823.05131381934,NA,7681.30595620167,0.132979046909525,0.0642726681503855,0.219366063448858,0.114082943654875,-0.915125752916565,0.524689245304926,7.45776476958282,0.745235975738069,0.00246193943798699,0.00109302427299226,0,"protein metabolism;other metabolic processes","cytosol;translational apparatus;nucleus;other cell component","other molecular function","Q3B7J9; Q5F1R6; Q6P086; Q6ZS43; Q86VC6",NA,NA,"https://rest.uniprot.org/uniprotkb/Q5F1R6.fasta",2.5,2.5
"684","P49368","CCT3",26,12,45,545,60.5,"Pf00118","7203","ENSG00000163468",279175.953944082,5802758.93585865,4717452.18635745,3294700.82313281,3910539.16434202,7472168.72372991,9495108.13654946,6325508.69193257,16202603.109375,2813795.22075409,5367689.03024508,7712226.04219944,794596.593299389,1799718.67721895,657568.381891543,-0.442647849674149,0.238661625848158,-1.56816894433622,0.985189308192908,-0.557506518738999,0.315227543310494,1.73160188798417,0.6595064663591,-0.608151245720798,0.300926621624466,7,"protein metabolism;other metabolic processes;other biological processes","cytosol;cytoskeleton;other cell component","other molecular function","A6NE14; hsa:7203; P49368; Q5SZY1; Q9BR64","Formation of tubulin folding intermediates by CCT/TriC; BBSome-mediated cargo-targeting to cilium; Association of TriC/CCT with target proteins during biosynthesis; Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding; Prefoldin mediated transfer of substrate  to CCT/TriC; Folding of actin by CCT/TriC","16p11.2 proximal deletion syndrome","https://rest.uniprot.org/uniprotkb/P49368.fasta",3.5,3.5
"685","O60826","CCDC22",7,4,8,627,70.7,"Pf05667, Pf21674","28952","ENSG00000101997",484640.651697517,642805.67548833,304515.863876024,727400.863569871,1808460.60723486,328351.050122278,1013052.55075709,871387.143992916,992533.40625,1457079.57807393,1558040.32178488,1565441.70612756,NA,NA,100086.391038938,-1.00014514193007,0.454453858452136,-1.00655833151071,1.96263006612135,-1.67753109197335,3.26905724501126,2.25371317377434,NA,-1.1265782278677,0.913641775189927,1,"transport;other biological processes","cytosol;cytoskeleton;nucleus;other cytoplasmic organelle","other molecular function","A8K7G1; hsa:28952; O60826","Neddylation",NA,"https://rest.uniprot.org/uniprotkb/O60826.fasta",4.5,4
"686","P23786","CPT2",8,4,5,658,73.7,"Pf00755","1376","ENSG00000157184",NA,NA,67095.919325118,246297.833306082,334542.168770366,NA,1252836.06630402,1392989.52830286,2903059.90625,NA,NA,113566.559648501,NA,NA,NA,-2.11384388261145,NA,-4.78486669637759,NA,-0.759241155585347,NA,NA,NA,-3.95497561951094,NA,9,"other metabolic processes;transport;developmental processes;other biological processes","other membranes;mitochondrion;nucleus","other molecular function","B2R6S0; hsa:1376; P23786; Q5SW68; Q9BQ26","PPARA activates gene expression; Carnitine metabolism","Fatty acid beta-oxidation; PPAR-alpha pathway; Nuclear receptors meta-pathway; Mitochondrial long chain fatty acid beta-oxidation; PPAR signaling pathway; Thermogenesis; Mitochondrial fatty acid oxidation disorders","https://rest.uniprot.org/uniprotkb/P23786.fasta",4,4
"687","Q5T0W9","FAM83B",33,33,193,1011,114.7,"Pf07894","222584","ENSG00000168143",10623420.5313583,8483383.33727866,11049666.2319452,19329601.4598681,12381904.4577446,19148369.1910176,28990026.1252501,40333627.9600602,19414849.0625,34002785.5514906,55179690.4335244,19702045.5301816,1218517.98971154,484104.371117602,448622.899803289,-0.75406035236661,1.33415012115947,-1.55709265081489,1.48376299238814,-1.85225941014169,1.19347228174904,3.8092236479802,3.44308570874486,-1.05504350087164,0.527733041900372,4,"cell cycle OR cell proliferation;signal transduction;other biological processes","other membranes;other cell component","signal transduction activity or receptor binding;other molecular function","hsa:222584; Q2M1P3; Q5T0W9; Q96DQ2","Signaling by EGFR; RND2 GTPase cycle; RND3 GTPase cycle; RND1 GTPase cycle",NA,"https://rest.uniprot.org/uniprotkb/Q5T0W9.fasta",4,4
"688","P08238","HSP90AB1",45,38,337,724,83.2,"Pf00183, Pf13589","3326","ENSG00000096384",40160537.048174,40862480.7978031,41376497.1067781,47871451.2379958,62771336.8051598,65429082.5402651,67082457.1906009,40467821.3304189,71836548.6132813,70904449.1552992,67840810.8395486,72329455.9648993,12647951.3841054,24011580.3879986,8597766.16310997,-0.524566600287551,1.5106520874585,-0.551476112200097,0.90767833935647,-0.786155931795547,4.56348235333029,1.43537548401261,2.28972628052371,-0.321440362738935,0.3133069226462,25,"cell organization and biogenesis;protein metabolism;DNA metabolism;other metabolic processes;stress response;other biological processes","non-structural extracellular;plasma membrane;other membranes;cytosol;nucleus;other cell component","enzyme regulator activity;cytoskeletal activity;nucleic acid binding activity;other molecular function","B2R5P0; hsa:3326; P08238; Q5T9W7; Q9NQW0; Q9NTK6","Potential therapeutics for SARS; Regulation of actin dynamics for phagocytic cup formation; The role of GTSE1 in G2/M progression after G2 checkpoint; HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand; SARS-CoV-2 activates/modulates innate and adaptive immune responses; Aryl hydrocarbon receptor signalling; Neutrophil degranulation; Estrogen-dependent gene expression; Sema3A PAK dependent Axon repulsion; DDX58/IFIH1-mediated induction of interferon-alpha/beta; The NLRP3 inflammasome; Purinergic signaling in leishmaniasis infection; RHOBTB2 GTPase cycle; Chaperone Mediated Autophagy; HSF1 activation; Attenuation phase; Uptake and function of diphtheria toxin; Assembly and release of respiratory syncytial virus (RSV) virions; Respiratory syncytial virus genome replication","Nuclear receptors meta-pathway; NRF2 pathway; Focal adhesion: PI3K-Akt-mTOR-signaling pathway; PI3K-Akt signaling pathway","https://rest.uniprot.org/uniprotkb/P08238.fasta",4,4
"689","Q13501","SQSTM1",32,8,36,440,47.7,"Pf00564, Pf00569, Pf16577","8878","ENSG00000161011; ENSG00000284099",192925.634081863,2083620.04118672,2864191.18884649,1620952.31750537,3388488.52940231,4898211.6235896,12344794.6638437,5979897.10860804,20338469.5625,1104956.23104129,2237494.51108457,6186562.92902645,NA,NA,NA,-0.946568096643295,0.572330953128797,-2.91091253317785,1.2407933329383,-0.890351723837531,0.35065895906033,NA,NA,-1.91352430622711,0.633674699769902,24,"cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;RNA metabolism OR transcription;other metabolic processes;stress response;transport;signal transduction;other biological processes","cytosol;cytoskeleton;mitochondrion;ER/Golgi;nucleus;other cytoplasmic organelle;other cell component","signal transduction activity or receptor binding;kinase activity;other molecular function","A6NFN7; B2R661; B3KUW5; hsa:8878; Q13446; Q13501; Q9BUV7; Q9BVS6; Q9UEU1","Neddylation; Interleukin-1 signaling; KEAP1-NFE2L2 pathway; Signaling by ALK fusions and activated point mutants; p75NTR recruits signalling complexes; NF-kB is activated and signals survival; Nuclear events mediated by NFE2L2; PINK1-PRKN Mediated Mitophagy; NRIF signals cell death from the nucleus; Pexophagy","IL-1 signaling pathway; RANKL/RANK signaling pathway; Brain-derived neurotrophic factor (BDNF) signaling pathway; Apoptosis-related network due to altered Notch3 in ovarian cancer; Nuclear receptors meta-pathway; NRF2 pathway; Interleukin-1 induced activation of NF-kB; Clear cell renal cell carcinoma pathways; CAMKK2 pathway; 7q11.23 copy number variation syndrome; Opioid receptor pathways; Clock-controlled autophagy in bone metabolism; Autophagy in pancreatic ductal adenocarcinoma; HDAC6 interactions in the central nervous system","https://rest.uniprot.org/uniprotkb/Q13501.fasta",5.5,4
"690","P10599","TXN",31,2,6,105,11.7,"Pf00085","7295","ENSG00000136810",3064904.61814266,8388319.76244594,8700519.51660419,7983914.60753215,5319493.07708185,12325851.6055052,2041070.61135506,18556617.1151491,21478116,16010969.145955,14263617.7931328,14758069.0092952,NA,NA,987977.344306491,-0.346743915438752,0.266059581736551,-1.06194296145116,0.5057901392569,-1.159923699315,1.91922495836925,2.76546359840593,NA,-0.759472900039871,0.527083359142415,20,"other metabolic processes;stress response;other biological processes","non-structural extracellular;cytosol;nucleus;other cell component","other molecular function","B1ALW1; hsa:7295; O60744; P10599; Q53X69; Q96KI3; Q9UDG5","Detoxification of Reactive Oxygen Species; Oxidative Stress Induced Senescence; TP53 Regulates Metabolic Genes; Interconversion of nucleotide di- and triphosphates; NFE2L2 regulating anti-oxidant/detoxification enzymes; The NLRP3 inflammasome; Purinergic signaling in leishmaniasis infection; Regulation of FOXO transcriptional activity by acetylation; Protein repair","Selenium micronutrient network; Folic acid network; Selenium micronutrient network ; Folic acid network; Selenium micronutrient network; TNF-alpha signaling pathway; Complement system; Nuclear receptors meta-pathway; NRF2 pathway; VEGFA-VEGFR2 signaling; TAR syndrome","https://rest.uniprot.org/uniprotkb/P10599.fasta",3.5,3.5
"691","Q13492","PICALM",8,5,19,652,70.7,"Pf07651","8301","ENSG00000073921",580603.588013735,1238275.90780263,1254970.63168883,2461621.15664782,1972044.91676076,2421407.52031774,3416132.49103358,2229200.49147633,4258533.1875,2105440.71676028,1860776.69224487,2644313.92501559,83118.483251807,179869.35189561,80775.8983766675,-1.15712532947501,2.0102187564846,-1.68794499479137,1.6501313444775,-1.10471941085619,1.67187380782517,3.16055756875404,1.81198019728447,-0.947573750895689,0.612825778122103,4,"cell organization and biogenesis;transport;developmental processes;other biological processes","plasma membrane;other membranes;cytosol;ER/Golgi;nucleus;other cytoplasmic organelle;other cell component","signal transduction activity or receptor binding;cytoskeletal activity;other molecular function","B4DTM3; E9PN05; F8VPG7; hsa:8301; O60700; Q13492; Q4LE54; Q6GMQ6; Q86XZ9","Cargo recognition for clathrin-mediated endocytosis; Golgi Associated Vesicle Biogenesis; RND3 GTPase cycle",NA,"https://rest.uniprot.org/uniprotkb/Q13492.fasta",5,4
